bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.6541099306660151,6.0,6.0,0.21392218638548552,9.0,3600.0,0.0,1377.345697
