alpha,colsample_bylevel,colsample_bytree,gamma,lambda,learning_rate,max_depth,n_estimators,subsample,execution_time
0.5025717797955134,0.8270626025178154,0.908482983234164,4.511571745511804,0,0.49923333459169617,9.0,2800.0,0.9534759775797049,4763.566479
