bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.8291316472260526,9.0,9.0,0.5253219743981189,3.0,600.0,3.0,367.909588
