bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.5341585318500018,9.0,9.0,0.04328907496187518,9.0,1200.0,6.0,143.571252
