bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.5549005583464443,6.0,3.0,0.3592966907812604,6.0,3300.0,9.0,763.716710
