bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.5035815394732333,3.0,6.0,0.5642989296668409,3.0,1200.0,6.0,274.723180
