bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.311434815931793,6.0,3.0,0.8351434635598939,6.0,1200.0,3.0,90.487671
