bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.20096615118780115,6.0,9.0,0.956152182524693,3.0,1200.0,9.0,219.174680
