bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.3757266489566007,6.0,9.0,0.009725188818278607,9.0,1500.0,0.0,4266.460248
