bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.46816526090202004,3.0,9.0,0.5575774879403105,6.0,2700.0,3.0,442.256800
