alpha,colsample_bylevel,colsample_bytree,gamma,lambda,learning_rate,max_depth,n_estimators,subsample,execution_time
0,0.5881241985963175,0.5746264487531836,0,0,0.38495783974619374,3.0,3200.0,0.5103076995505441,79.299765
