bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.1247533748317502,3.0,9.0,0.618329054792129,6.0,3300.0,6.0,1254.811601
