bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.6385357420912064,9.0,9.0,0.4639903729438516,3.0,1200.0,0.0,311.349145
