alpha,colsample_bylevel,colsample_bytree,gamma,lambda,learning_rate,max_depth,n_estimators,subsample,execution_time
0,0.2513234745189361,0.5954526991087754,0,0,0.9506895475148976,9.0,2000.0,0.6932516010139276,29.592338
