bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.12189244093734253,9.0,3.0,0.44683180638607223,6.0,2700.0,6.0,1156.556873
