bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.4968611627095253,9.0,6.0,0.5785157960725136,6.0,900.0,6.0,191.546053
