bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.6897106475744187,9.0,3.0,0.7013072724174466,6.0,900.0,0.0,2931.658226
