bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.10213441154271308,3.0,6.0,0.24328008707361112,6.0,3900.0,6.0,115.247662
