alpha,colsample_bylevel,colsample_bytree,gamma,lambda,learning_rate,max_depth,n_estimators,subsample,execution_time
0,0.24155004870303226,0.4814724101624763,53.588524637248696,0,0.3615225501960295,3.0,3800.0,0.7449697622150064,13.941910
