bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.3622287805176275,6.0,9.0,0.934588721131493,3.0,1800.0,9.0,273.561151
