alpha,colsample_bylevel,colsample_bytree,gamma,lambda,learning_rate,max_depth,n_estimators,subsample,execution_time
0,0.6417047764901682,0.9044890493036065,40.41197467342139,81.83845541286416,0.8096965293836837,3.0,2400.0,0.3768279000667365,29.159810
