bagging_temperature,l2_leaf_reg,leaf_estimation_iterations,learning_rate,max_depth,n_estimators,random_strength,execution_time
0.6558084496595987,0.0,3.0,0.774193480825437,3.0,3900.0,3.0,215.416234
